seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,10,10,5.0,5.0,710.0,-10.710451543339035,115.42160272887676,OPTIMAL,9,2,0,0
3,10,10,5.0,5.0,964.0,-10.710451543339035,115.42160272887676,OPTIMAL,72,3,0,0
3,10,10,5.0,5.0,1605.0,-9.660088496623823,0.9999999999999999,OPTIMAL,83,4,0,0
3,10,10,5.0,5.0,2264.0,-9.660088496623823,0.9999999999999999,OPTIMAL,94,5,0,0
3,10,10,5.0,5.0,2926.0,-9.660088496623823,0.9999999999999999,OPTIMAL,103,6,0,0
3,10,10,5.0,5.0,3043.0,-9.660088496623823,0.9999999999999999,OPTIMAL,149,7,0,0
3,10,10,5.0,5.0,4361.0,-8.402397458290375,0.9999999999999999,OPTIMAL,162,8,0,0
3,10,10,5.0,5.0,5022.0,-8.402397458290375,0.9999999999999999,OPTIMAL,172,9,0,0
3,10,10,5.0,5.0,5033.0,-8.402397458290375,0.9999999999999999,OPTIMAL,176,10,0,0
3,10,10,5.0,5.0,5041.0,-8.402397458290375,0.9999999999999999,OPTIMAL,179,9,0,0
3,10,10,5.0,5.0,5680.0,-7.0784082945630775,0.9999999999999999,OPTIMAL,190,10,0,0
3,10,10,5.0,5.0,5688.0,-7.0784082945630775,0.9999999999999999,OPTIMAL,193,9,0,0
3,10,10,5.0,5.0,5694.0,-5.366194974606668,0.9999999999999999,OPTIMAL,195,8,0,0
3,10,10,5.0,5.0,5705.0,-5.366194974606668,0.9999999999999999,OPTIMAL,199,7,0,0
3,10,10,5.0,5.0,5716.0,0.015007281553740981,0.9999999999999999,OPTIMAL,203,6,0,0
3,10,10,5.0,5.0,5728.0,0.015007281553740981,0.9999999999999999,OPTIMAL,208,5,0,0
3,10,10,5.0,5.0,5767.0,0.35984934732949214,0.5789641797263254,OPTIMAL,227,4,0,0
3,10,10,5.0,5.0,5785.0,0.35984934732949214,0.5789641797263254,OPTIMAL,232,3,0,0
3,10,10,5.0,5.0,5995.0,0.35984934732949214,0.5789641797263254,OPTIMAL,276,4,0,0
3,10,10,5.0,5.0,6166.0,0.35984934732949214,0.5789641797263254,OPTIMAL,316,5,0,0
3,10,10,5.0,5.0,6399.0,0.36112608993184625,0.5789641797263254,OPTIMAL,379,6,0,0
3,10,10,5.0,5.0,6567.0,0.36112608993184625,0.5789641797263254,OPTIMAL,438,7,0,0
3,10,10,5.0,5.0,6763.0,0.3621901177885946,0.5789641797263254,OPTIMAL,489,8,0,0
3,10,10,5.0,5.0,6828.0,0.3621901177885946,0.5789641797263254,OPTIMAL,513,9,0,0
3,10,10,5.0,5.0,6837.0,0.3622746839376199,0.5789641797263254,OPTIMAL,516,8,0,0
3,10,10,5.0,5.0,6919.0,0.3622746839376199,0.5789641797263254,OPTIMAL,548,9,0,0
3,10,10,5.0,5.0,7065.0,0.362626677100201,0.5789641797263254,OPTIMAL,580,10,0,0
3,10,10,5.0,5.0,7073.0,0.362626677100201,0.5789641797263254,OPTIMAL,583,9,0,0
3,10,10,5.0,5.0,7082.0,0.36293899978974786,0.5789641797263254,OPTIMAL,586,8,0,0
3,10,10,5.0,5.0,7180.0,0.36293899978974786,0.5789641797263254,OPTIMAL,614,9,0,0
3,10,10,5.0,5.0,7338.0,0.364575773752255,0.5789641797263254,OPTIMAL,672,10,0,0
3,10,10,5.0,5.0,7432.0,0.364575773752255,0.5789641797263254,OPTIMAL,702,11,0,0
3,10,10,5.0,5.0,7442.0,0.3658251050661457,0.5789641797263254,OPTIMAL,706,10,0,0
3,10,10,5.0,5.0,7503.0,0.3658251050661457,0.5789641797263254,OPTIMAL,732,11,0,0
3,10,10,5.0,5.0,7591.0,0.3665638166851806,0.5789641797263254,OPTIMAL,763,12,0,0
3,10,10,5.0,5.0,7598.0,0.3665638166851806,0.5789641797263254,OPTIMAL,766,11,0,0
3,10,10,5.0,5.0,7608.0,0.3795139472917744,0.5789641797263254,OPTIMAL,770,10,0,0
3,10,10,5.0,5.0,7641.0,0.3795139472917744,0.4258581141988299,OPTIMAL,785,7,0,0
3,10,10,5.0,5.0,7648.0,0.38156386734640385,0.4258581141988299,OPTIMAL,787,6,0,0
3,10,10,5.0,5.0,7738.0,0.38156386734640385,0.4258581141988299,OPTIMAL,815,7,0,0
3,10,10,5.0,5.0,7835.0,0.3830482291892768,0.4258581141988299,OPTIMAL,850,8,0,0
3,10,10,5.0,5.0,7890.0,0.3830482291892768,0.4258581141988299,OPTIMAL,871,7,0,0
3,10,10,5.0,5.0,7993.0,0.38310800086425423,0.4258581141988299,OPTIMAL,908,8,0,0
3,10,10,5.0,5.0,8000.0,0.38310800086425423,0.4258581141988299,OPTIMAL,910,9,0,0
3,10,10,5.0,5.0,8011.0,0.38310800086425423,0.4258581141988299,OPTIMAL,915,8,0,0
3,10,10,5.0,5.0,8093.0,0.38310800086425423,0.4258581141988299,OPTIMAL,946,9,0,0
3,10,10,5.0,5.0,8135.0,0.385319367183247,0.4258581141988299,OPTIMAL,966,8,0,0
3,10,10,5.0,5.0,8177.0,0.385319367183247,0.4258581141988299,OPTIMAL,985,7,0,0
3,10,10,5.0,5.0,8214.0,0.3877053245933473,0.3888290137968067,OPTIMAL,999,0,0,0
3,10,10,5.0,5.0,710.0,-10.710451543339035,115.42160272887676,OPTIMAL,9,2,0,0
3,10,10,5.0,5.0,964.0,-10.710451543339035,115.42160272887676,OPTIMAL,72,3,0,0
3,10,10,5.0,5.0,1605.0,-9.660088496623823,0.9999999999999999,OPTIMAL,83,4,0,0
3,10,10,5.0,5.0,2264.0,-9.660088496623823,0.9999999999999999,OPTIMAL,94,5,0,0
3,10,10,5.0,5.0,2926.0,-9.660088496623823,0.9999999999999999,OPTIMAL,103,6,0,0
3,10,10,5.0,5.0,3043.0,-9.660088496623823,0.9999999999999999,OPTIMAL,149,7,0,0
3,10,10,5.0,5.0,4361.0,-8.402397458290375,0.9999999999999999,OPTIMAL,162,8,0,0
3,10,10,5.0,5.0,5022.0,-8.402397458290375,0.9999999999999999,OPTIMAL,172,9,0,0
3,10,10,5.0,5.0,5033.0,-8.402397458290375,0.9999999999999999,OPTIMAL,176,10,0,0
3,10,10,5.0,5.0,5041.0,-8.402397458290375,0.9999999999999999,OPTIMAL,179,9,0,0
3,10,10,5.0,5.0,5680.0,-7.0784082945630775,0.9999999999999999,OPTIMAL,190,10,0,0
3,10,10,5.0,5.0,5688.0,-7.0784082945630775,0.9999999999999999,OPTIMAL,193,9,0,0
3,10,10,5.0,5.0,5694.0,-5.366194974606668,0.9999999999999999,OPTIMAL,195,8,0,0
3,10,10,5.0,5.0,5705.0,-5.366194974606668,0.9999999999999999,OPTIMAL,199,7,0,0
3,10,10,5.0,5.0,5716.0,0.015007281553740981,0.9999999999999999,OPTIMAL,203,6,0,0
3,10,10,5.0,5.0,5728.0,0.015007281553740981,0.9999999999999999,OPTIMAL,208,5,0,0
3,10,10,5.0,5.0,5767.0,0.35984934732949214,0.5789641797263254,OPTIMAL,227,4,0,0
3,10,10,5.0,5.0,5785.0,0.35984934732949214,0.5789641797263254,OPTIMAL,232,3,0,0
3,10,10,5.0,5.0,5995.0,0.35984934732949214,0.5789641797263254,OPTIMAL,276,4,0,0
3,10,10,5.0,5.0,6166.0,0.35984934732949214,0.5789641797263254,OPTIMAL,316,5,0,0
3,10,10,5.0,5.0,6399.0,0.36112608993184625,0.5789641797263254,OPTIMAL,379,6,0,0
3,10,10,5.0,5.0,6567.0,0.36112608993184625,0.5789641797263254,OPTIMAL,438,7,0,0
3,10,10,5.0,5.0,6763.0,0.3621901177885946,0.5789641797263254,OPTIMAL,489,8,0,0
3,10,10,5.0,5.0,6828.0,0.3621901177885946,0.5789641797263254,OPTIMAL,513,9,0,0
3,10,10,5.0,5.0,6837.0,0.3622746839376199,0.5789641797263254,OPTIMAL,516,8,0,0
3,10,10,5.0,5.0,6919.0,0.3622746839376199,0.5789641797263254,OPTIMAL,548,9,0,0
3,10,10,5.0,5.0,7065.0,0.362626677100201,0.5789641797263254,OPTIMAL,580,10,0,0
3,10,10,5.0,5.0,7073.0,0.362626677100201,0.5789641797263254,OPTIMAL,583,9,0,0
3,10,10,5.0,5.0,7082.0,0.36293899978974786,0.5789641797263254,OPTIMAL,586,8,0,0
3,10,10,5.0,5.0,7180.0,0.36293899978974786,0.5789641797263254,OPTIMAL,614,9,0,0
3,10,10,5.0,5.0,7338.0,0.364575773752255,0.5789641797263254,OPTIMAL,672,10,0,0
3,10,10,5.0,5.0,7432.0,0.364575773752255,0.5789641797263254,OPTIMAL,702,11,0,0
3,10,10,5.0,5.0,7442.0,0.3658251050661457,0.5789641797263254,OPTIMAL,706,10,0,0
3,10,10,5.0,5.0,7503.0,0.3658251050661457,0.5789641797263254,OPTIMAL,732,11,0,0
3,10,10,5.0,5.0,7591.0,0.3665638166851806,0.5789641797263254,OPTIMAL,763,12,0,0
3,10,10,5.0,5.0,7598.0,0.3665638166851806,0.5789641797263254,OPTIMAL,766,11,0,0
3,10,10,5.0,5.0,7608.0,0.3795139472917744,0.5789641797263254,OPTIMAL,770,10,0,0
3,10,10,5.0,5.0,7641.0,0.3795139472917744,0.4258581141988299,OPTIMAL,785,7,0,0
3,10,10,5.0,5.0,7648.0,0.38156386734640385,0.4258581141988299,OPTIMAL,787,6,0,0
3,10,10,5.0,5.0,7738.0,0.38156386734640385,0.4258581141988299,OPTIMAL,815,7,0,0
3,10,10,5.0,5.0,7835.0,0.3830482291892768,0.4258581141988299,OPTIMAL,850,8,0,0
3,10,10,5.0,5.0,7890.0,0.3830482291892768,0.4258581141988299,OPTIMAL,871,7,0,0
3,10,10,5.0,5.0,7993.0,0.38310800086425423,0.4258581141988299,OPTIMAL,908,8,0,0
3,10,10,5.0,5.0,8000.0,0.38310800086425423,0.4258581141988299,OPTIMAL,910,9,0,0
3,10,10,5.0,5.0,8011.0,0.38310800086425423,0.4258581141988299,OPTIMAL,915,8,0,0
3,10,10,5.0,5.0,8093.0,0.38310800086425423,0.4258581141988299,OPTIMAL,946,9,0,0
3,10,10,5.0,5.0,8135.0,0.385319367183247,0.4258581141988299,OPTIMAL,966,8,0,0
3,10,10,5.0,5.0,8177.0,0.385319367183247,0.4258581141988299,OPTIMAL,985,7,0,0
3,10,10,5.0,5.0,8214.0,0.3877053245933473,0.3888290137968067,OPTIMAL,999,0,0,0
