dimension,time_boscia,seed,solution_boscia,dual_gap,lb_boscia,rel_gap_boscia,termination_boscia,termination_afw,time_afw,rel_gap_afw,termination_no_ws,time_no_ws,rel_gap_no_ws,termination_ipopt,time_ipopt,solution_ipopt,termination_no_as,time_no_as,rel_gap_no_as,termination_no_ss,time_no_ss,rel_gap_no_ss,termination_pavito,time_pavito,solution_pavito,termination_shot,time_shot,solution_shot,termination_scip,time_scip,solution_scip,optimal_scip,optimal_ipopt,optimal_boscia,optimal_pavito,optimal_shot,rel_gap_scip,rel_gap_ipopt,rel_gap_pavito
50,10.064,5,-0.5112772761538258,0.003146506287763362,-0.5144237824415892,0.0061542071876018335,1,1,12.023,0.006159062717080194,1,17.118,0.006203394937957089,1,0.421,-0.5112772853364564,1,14.382,0.007376027601966513,1,9.92,0.006136606592113283,1,468.36291313171387,-0.5112766667313325,1,303.01271319389343,-0.5112772761542764,0,1800.001526,14.789128529023312,0,1,1,1,1,Inf,0.006,0.006
50,4.787,6,0.07048853132736266,0.0001645537785701645,0.0703239775487925,0.0023399384435556577,1,1,4.922,0.0021924416323443547,1,12.122,0.0012363991500554939,1,0.397,0.07048849741908429,1,9.199,0.0019096704536651682,1,5.211,0.0021487476737957773,0,10.039833068847656,0.07048914164720932,0,1801.8478989601135,0.07048853148164769,0,1800.01909,36.0200149673788,0,1,1,1,1,511.201,0.002,0.002
50,6.0,7,-0.06416483737341239,8.55455688508755e-8,-0.06416492291898124,1.333215704312258e-6,1,1,6.7,1.4539323436376406e-6,1,14.108,1.333215704312258e-6,1,0.397,-0.06416485048022864,1,11.773,1.333215704312258e-6,1,6.166,1.333215704312258e-6,0,9.467643022537231,-0.06416440989585309,0,1802.4507529735565,-0.06416483731913486,0,1800.013303,98.15738306718039,0,1,1,1,1,Inf,0.0,0.0
50,16.727,8,-0.36313472077125813,0.0006985522539902367,-0.36383327302524837,0.0019236724389961627,1,1,15.684,0.002018714711669102,1,39.183,0.015191006705124774,1,0.333,-0.36314447296617647,1,37.272,0.008708338957512234,1,16.809,0.0019045036154775696,0,16.38499689102173,-0.3631444252449553,0,1801.587798833847,-0.36310333825155283,0,1800.001096,114.5277625325527,0,1,1,1,1,Inf,0.002,0.002
50,5.68,9,-0.2416512925507338,0.0004915952073505925,-0.2421428877580844,0.002034316482074615,1,1,6.764,0.002582844817617333,1,12.676,0.0014410882630678766,1,0.354,-0.24165131400010617,1,10.227,0.0013282354290480708,1,6.059,0.0023629334438549743,1,21.031079053878784,-0.24165077323861156,0,1802.104719877243,-0.2416160648363445,1,1170.598048,-0.24165090234658815,1,1,1,1,1,0.002,0.002,0.002
50,250.287,10,-4.515249202028075,0.03783794534465734,-4.553087147372732,0.008380034778072051,1,1,470.321,0.008430663464811281,1,335.954,0.008320468396305528,1,17.34,-4.515249527321791,1,303.902,0.008285916848692058,1,265.184,0.008253922511231799,0,1800.0,NaN,1,501.10210394859314,-4.515249202027627,0,1800.000406,7.446462653617637,0,1,1,0,1,Inf,0.008,Inf
55,11.942,1,-0.3403412575408805,0.0029064973109934056,-0.3432477548518739,0.008539949966672166,1,1,14.075,0.008740422977337608,1,19.436,0.009419789858749536,1,0.415,-0.34034171716868095,1,16.133,0.008030882244188988,1,12.534,0.006304118040999308,1,215.1859679222107,-0.34034073578555774,0,1803.412267923355,-0.3403206561072958,0,1800.000712,56.71976756551296,0,1,1,1,1,Inf,0.009,0.009
55,2.896,2,-0.1708364941058999,8.181906377413561e-8,-0.17083657592496368,4.789319998771268e-7,1,1,6.364,0.0010793622562110055,1,16.868,4.789319998771268e-7,1,0.443,-0.1708365368175227,1,7.774,4.1728231006783527e-7,1,3.251,4.789319998771268e-7,0,9.307196140289307,-0.17083580520655828,0,1801.547131061554,-0.17083649403322715,0,1800.001403,18.073821234334577,0,1,1,1,1,Inf,0.0,0.0
55,22.436,3,-0.3359794165216692,0.0017151677080433636,-0.33769458422971255,0.005104978530530733,1,1,14.284,0.005127767329057541,1,20.12,0.005175190192558542,1,0.509,-0.3359794136558731,1,16.376,0.0051241813584871326,1,14.534,0.005111158415804084,0,358.2427670955658,-0.3359789744235349,0,1802.2170300483704,-0.3359794166039967,0,1800.515639,14.448028388513151,0,1,1,1,1,Inf,0.005,0.005
55,6.172,4,0.08273067488611652,0.0003296005771917798,0.08240107430892474,0.0039999548544245285,1,1,7.315,0.00410782460725479,1,18.282,0.0039520365305899426,1,0.518,0.08273064120094796,1,13.165,1.2013245318326725e-6,1,6.483,0.003972351112152713,0,71.94892811775208,0.08273127473653874,0,1802.126088142395,0.08276691005216308,0,1800.042171,95.55937570433066,0,1,1,1,1,1158.686,0.004,0.004
55,6.537,6,-0.08470986422451032,9.940641343408885e-8,-0.08470996363092376,1.173492772584638e-6,1,1,6.226,0.002559507714254909,1,13.18,0.0013085378309722596,1,0.434,-0.08470990189465574,1,11.926,0.0017900638222238347,1,6.765,0.0014907549448494382,0,30.5378520488739,-0.08471342284684058,0,1801.4209909439087,-0.08468074981588458,0,1800.000727,93.53860675120615,0,1,1,1,1,Inf,0.0,-0.0
55,286.756,7,-2.31754014423038,0.0125086435191335,-2.3300487877495133,0.0053973794371046085,1,1,356.098,0.009493447650739523,1,363.923,0.005149571058163337,1,8.009,-2.317540457816215,1,378.037,0.0021465941607488347,1,241.105,0.0052395323916304025,0,1755.2927780151367,-2.3175394346701887,0,1801.8516240119934,-2.317531202576851,0,1800.005633,20.666399673708014,0,1,1,1,1,Inf,0.005,0.005
55,11.498,8,-0.08091483453388937,0.0003375078712479773,-0.08125234240513735,0.004171149495542992,1,1,9.689,0.005263535021060536,1,16.404,0.004428892782390753,1,0.438,-0.0809148814451593,1,10.769,0.004337197161356399,1,5.719,0.004452761093873294,0,23.039642810821533,-0.08091479834198867,0,1803.1022629737854,-0.08091483447253767,0,1800.000303,48.93857738729856,0,1,1,1,1,Inf,0.004,0.004
55,15.834,9,-0.49296338041169746,4.1053916521482936e-5,-0.49300443432821894,8.327985029475583e-5,1,1,13.521,6.528893480583286e-5,1,16.203,0.003110301979287438,1,0.405,-0.492963378436371,1,12.307,0.009033881502877622,1,8.433,8.327985029475583e-5,1,33.78229904174805,-0.49296301721652264,0,1803.4200811386108,-0.49295416773466694,0,1800.037071,5.709467085412394,0,1,1,1,1,Inf,0.0,0.0
55,15.217,10,-0.4312257162609769,0.0012953715612789019,-0.4325210878222558,0.0030039292937134245,1,1,19.017,0.00300493086317896,1,23.668,0.006589093264752792,1,0.453,-0.4312310349693451,1,17.904,0.006589093264752792,1,13.946,0.004548248438567291,1,72.05348205566406,-0.4312306941125421,0,1802.3816368579865,-0.43123103965056875,0,1800.001007,13.129289142600085,0,1,1,1,1,Inf,0.003,0.003
60,19.986,1,-0.2911992243436194,0.002040427035393755,-0.29323965137901314,0.007006979637370259,1,1,21.176,0.004368070857472971,1,33.011,0.0033031877518164628,1,0.901,-0.29119923977861845,1,26.327,0.001811645991353577,1,21.822,0.0038721947465725592,1,505.50601291656494,-0.29119886187373,0,1803.096713066101,-0.2911423050114391,0,1800.000991,126.17093252268242,0,1,1,1,1,Inf,0.007,0.007
60,9.412,2,-0.0459980552290587,0.00022174189002693856,-0.04621979711908564,0.004820679677058518,1,1,9.056,0.005260980883321003,1,22.885,1.5467421032084613e-6,1,0.573,-0.04599808707273443,1,20.096,1.5467421032084613e-6,1,9.476,0.004902650016056773,0,67.33723998069763,-0.045997517294045664,0,1803.3403248786926,-0.04599805514417987,0,1800.340687,53.81438707760712,0,1,1,1,1,Inf,0.005,0.005
60,1800.2,3,-2.9885458765666932,2.404353913700179,-5.392899790266872,0.8045230065072159,0,0,1800.281,0.8418945218013157,0,1800.307,3.9643920410918607,1,25.44,-2.9885463022415633,0,1800.618,3.7854434186532706,0,1800.276,0.5860803600964762,0,8.2329740524292,-0.29543651459898523,0,1801.8260548114777,-2.9885319467193305,0,1800.008523,25.262336772633194,0,0,1,0,0,Inf,0.805,17.254
60,10.733,4,-0.21329478048900574,0.00014942497716333158,-0.21344420546616907,0.0007005561824848952,1,1,10.72,0.0008358119443196689,1,22.429,3.1352491944620755e-7,1,0.629,-0.21329478570852228,1,18.302,3.1352491944620755e-7,1,10.89,0.0006999016087140338,0,9.286609172821045,-0.21329443756102423,0,1802.2161071300507,-0.21324911777754946,0,1800.39465,53.17142847017449,0,1,1,1,1,Inf,0.001,0.001
60,11.219,5,0.00827779148749419,8.588663447106626e-8,0.00827770560085972,1.0375657049478312e-5,1,1,9.079,1.9737701645334587e-5,1,23.795,1.0375657049478312e-5,1,0.787,0.008277798359715689,1,25.826,1.0375657049478312e-5,1,10.868,1.0375657049478312e-5,0,11.961243867874146,0.008279169560522104,0,1801.8518600463867,0.008277791549169633,0,1800.001472,102.39186768567328,0,1,1,1,1,12368.595,0.0,0.0
60,21.637,6,-0.03267731734952928,1.1561054069630927e-7,-0.032677432960069974,3.537944668458981e-6,1,1,14.319,5.582787995125402e-6,1,23.165,3.537944668458981e-6,1,0.643,-0.032677335035062476,1,17.145,3.537944668458981e-6,1,10.602,3.537944668458981e-6,0,9.373737096786499,-0.0326767300463815,0,1801.5844900608063,-0.0326773172923327,0,1800.000614,79.25052899188634,0,1,1,1,1,Inf,0.0,0.0
60,46.4,7,-1.8377344075878224,0.009563351505033957,-1.8472977590928563,0.005203881184107906,1,1,62.919,0.0021693002346108857,1,67.404,0.005444054581983405,1,3.085,-1.837734470221532,1,61.668,0.005218663006116243,1,46.279,0.005246214769773095,0,1800.0,NaN,1,392.37897300720215,-1.8377344075989837,0,1800.000236,14.362571247938796,0,1,1,0,1,Inf,0.005,Inf
60,10.699,8,-0.32356132995873893,8.602971224291878e-8,-0.3235614159884512,2.6588378856611026e-7,1,1,11.58,0.002657455447763122,1,19.284,2.6588378856611026e-7,1,0.6,-0.3235613530760078,1,17.283,0.0023975824844095334,1,21.855,2.6588378856611026e-7,0,11.82743501663208,-0.32356071861256325,0,1801.788176059723,-0.3235613299343774,0,1800.014567,130.19940921862968,0,1,1,1,1,Inf,0.0,0.0
60,186.4,9,-0.9140703726887224,0.005406875012765711,-0.9194772477014881,0.0059151627427344354,1,1,214.272,0.007390526697759444,1,253.279,0.00718000012601983,1,11.972,-0.9140703635008485,1,258.967,0.006530476151070818,1,183.782,0.00630808983595896,0,9.178180932998657,-0.6708906096110856,0,1801.3599290847778,-0.9140545760019197,0,1800.006328,6.964776251007596,0,1,1,0,1,Inf,0.006,0.371
60,49.351,10,-0.7023379823353925,0.0031714027048111992,-0.7055093850402037,0.004515493657719819,1,1,51.367,0.007399882737987907,1,80.502,0.002729598427975983,1,2.293,-0.7023379951890183,1,96.772,0.004431038514954949,1,56.198,0.0020921166315387273,0,1800.0,NaN,1,964.0503530502319,-0.702337982892581,0,1800.15561,13.781327335809024,0,1,1,0,1,Inf,0.005,Inf
65,15.108,1,-0.3659541774854692,0.0007691110072919338,-0.36672328849276115,0.002101659318597265,1,1,16.246,0.0027853038897097974,1,25.671,0.00652959046804514,1,0.923,-0.36595559705547115,1,20.689,0.00561919715552586,1,15.377,0.0021035981222125807,0,274.57383584976196,-0.36595480812892245,0,1801.6582078933716,-0.3659555987854019,0,1800.419438,83.72055155150423,0,1,1,1,1,Inf,0.002,0.002
65,15.572,2,-0.37508532711395376,0.0006863978098799461,-0.3757717249238337,0.0018299777684223123,1,1,16.102,0.0017764011376778172,1,29.345,0.01127989371986654,1,0.837,-0.37509104550757905,1,22.062,0.01127989371986654,1,16.062,0.0019421471365611027,1,255.87518906593323,-0.37509017302050934,0,1802.1674089431763,-0.37505142694783183,0,1800.074854,100.78084034118655,0,1,1,1,1,Inf,0.002,0.002
65,23.489,3,-0.02747495588958182,1.4748282417542669e-7,-0.027475103372405996,5.367900307761747e-6,1,1,14.913,6.763731014184519e-6,1,196.759,5.367900307761747e-6,1,0.938,-0.027474985837757718,1,134.568,5.367900307761747e-6,1,21.68,5.367900307761747e-6,0,529.5889179706573,-0.027474818123096933,0,1802.1974749565125,-0.02747495578420245,0,1800.000759,160.6593989067116,0,1,1,1,1,Inf,0.0,0.0
65,1800.904,4,-12.80731445862676,0.14070126721023257,-12.948015725836992,0.010986008633172813,0,0,1800.222,0.09004299371432554,0,1800.44,0.08593573859669042,1,47.47,-12.807314638369826,0,1800.224,0.08470585759076185,0,1800.264,0.013048890468777384,0,1800.0,NaN,1,790.6263809204102,-12.807308887642861,0,1800,Inf,0,0,1,0,0,Inf,0.011,Inf
65,8.715,5,-0.023075016416785,8.68134671372367e-8,-0.023075103230252136,3.7622277518332646e-6,1,1,7.524,8.937689891870413e-6,1,23.648,3.7622277518332646e-6,1,0.698,-0.023075036777508363,1,18.602,3.7622277518332646e-6,1,8.222,3.7622277518332646e-6,0,26.207303047180176,-0.023074549547269285,0,1803.2525010108948,-0.023075016370339596,0,1800.007944,105.5201570019209,0,1,1,1,1,Inf,0.0,0.0
65,312.588,6,-1.9065628496494726,0.01671286909650327,-1.923275718745976,0.008765968087323207,1,1,359.643,0.007513348405712049,1,583.199,0.006586906144022224,1,9.744,-1.906563084515306,1,538.353,0.0073406483855042405,1,274.289,0.009097448587869579,0,9.257208824157715,-0.27423892673999894,0,1802.090168952942,-1.9065524542351717,0,1800.107011,27.06937080021949,0,1,1,0,1,Inf,0.009,6.013
65,16.411,7,-0.2586675863539705,0.0011784284280262347,-0.25984601478199676,0.004555763807273589,1,1,18.788,0.0031969477024796143,1,30.663,0.0031518063292420187,1,0.942,-0.25866758216644226,1,23.282,0.0032679629726286193,1,17.65,0.0032385832280598477,1,912.8728139400482,-0.2586670308627744,0,1802.851086139679,-0.25866758631386405,0,1800.014358,277.1999068338577,0,1,1,1,1,Inf,0.005,0.005
65,33.417,8,-0.3869489118960732,0.0014675394602562952,-0.3884164513563295,0.003792592290970047,1,1,28.42,0.007322087789949083,1,69.908,0.003883395628135838,1,1.212,-0.3869496705041828,1,67.57,0.008271425601424666,1,31.091,0.0037090988500849075,0,1297.1823971271515,-0.386949057812531,0,1801.4942648410797,-0.3869099249579985,0,1800.383248,64.1356053889362,0,1,1,1,1,Inf,0.004,0.004
65,15.791,9,-0.24290337753834895,0.0013028864621195402,-0.2442062640004685,0.0053638054576406365,1,1,14.591,0.0028999908782709207,1,31.049,0.0053063800667055,1,1.148,-0.2429033981246352,1,22.137,0.005340451252556045,1,14.755,0.002863537497544424,0,8.38136601448059,-0.24290275542595435,0,1801.5276401042938,-0.24290337751971214,0,1800.012395,61.90965310979557,0,1,1,1,1,Inf,0.005,0.005
65,39.832,10,-0.5383931809208989,0.003955860872399852,-0.5423490417932988,0.007347531530086466,1,1,18.105,0.007617438808033889,1,23.958,0.004166373338619259,1,0.907,-0.5383932223505387,1,21.419,0.008392294359660024,1,20.678,0.007530768174433665,1,632.7542140483856,-0.5383926978033333,1,1612.2121169567108,-0.5383932182626145,0,1800.004272,20.37564131371693,0,1,1,1,1,Inf,0.007,0.007
70,15.798,1,-0.1682315037913356,6.085110451636844e-8,-0.16823156464244013,3.6171051880891784e-7,1,1,15.294,1.1456167003248915e-6,1,29.009,0.0032605053466393833,1,1.188,-0.16823150841051657,1,26.02,0.0032359418317706046,1,13.856,3.6171051880891784e-7,0,11.433528184890747,-0.16823097386458336,0,1804.190129995346,-0.16816234720682338,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
70,27.345,2,-0.4591877640774251,0.0006451272585729084,-0.45983289133599803,0.0014049312918192904,1,1,23.748,0.0037710291247738765,1,34.849,0.00660240237748528,1,1.663,-0.45918802559621125,1,30.982,0.0056974417812152905,1,24.873,0.0008205093408191297,0,1650.8500361442566,-0.4591872449621464,0,1802.668830871582,-0.4591880289230542,0,1800.050003,57.388590491854956,0,1,1,1,1,Inf,0.001,0.001
70,18.8,3,-0.19982017071095115,0.0016312874820793022,-0.20145145819303045,0.00816377784222311,1,1,18.871,0.008183757257683052,1,138.122,5.402027049470947e-7,1,1.329,-0.19982016287528498,1,174.131,5.402027049470947e-7,1,26.478,0.008263483015496191,0,1800.0,NaN,0,1803.2745869159698,-0.19982017071463326,0,1800.04429,295.9760073205017,0,1,1,0,1,Inf,0.008,Inf
70,30.274,4,-0.47266342331951333,0.0039967173958456725,-0.476660140715359,0.008455736574192144,1,1,26.822,0.00845107838756967,1,43.82,0.0023739570453944416,1,1.398,-0.47266352053328264,1,35.844,0.0009684144648683549,1,30.242,0.008436766638419378,0,1800.0,NaN,0,1802.1000680923462,-0.4726418175663756,0,1800.007446,98.06756573883774,0,1,1,0,1,Inf,0.008,Inf
70,409.802,5,-0.7150660523006713,0.0050857034587581396,-0.7201517557594295,0.007112214937900171,1,1,217.553,0.0076944566838979935,1,297.38,0.00768415068955631,1,6.338,-0.7150660865612715,1,508.542,0.0017237931980595936,1,267.747,0.007118603050881614,0,1800.0,NaN,0,1801.7096440792084,-0.715054579430372,0,1800.006074,96.54934702017265,0,1,1,0,1,Inf,0.007,Inf
70,50.704,6,-0.7917620987696086,0.005782819320869992,-0.7975449180904786,0.007303733444498597,1,1,48.303,0.007333441359009907,1,61.283,0.007347567216809347,1,2.031,-0.7917620960007294,1,62.268,0.008087845596654332,1,42.309,0.007330505486024088,0,1800.0,NaN,0,1801.9910070896149,-0.7917620990053077,0,1800.001074,84.87181225878845,0,1,1,0,1,Inf,0.007,Inf
70,47.368,7,-1.401203453978604,0.0047033535370260005,-1.40590680751563,0.003356652828446296,1,1,49.325,0.006573391443362049,1,49.198,0.00887402821945783,1,2.747,-1.4012034646274913,1,50.933,0.006592694538958991,1,41.895,0.0033482883005677318,0,1080.103541135788,-1.4012021213645984,0,1801.9534268379211,-1.401193211373562,0,1800.00108,15.329470249116204,0,1,1,1,1,Inf,0.003,0.003
70,1800.809,8,-5.652374551488489,1.1188995073777157,-6.771274058866204,0.19795211679365202,0,0,1800.492,0.3683177842868527,0,1800.636,0.8752657885993604,1,30.044,-5.652374853246901,0,1800.119,0.9526152142403526,0,1800.449,0.1992732663209678,0,1800.0,NaN,0,1801.8399782180786,-5.652341542753181,0,1800.001237,55.578655852048506,0,0,1,0,0,Inf,0.198,Inf
70,19.021,9,-0.17251655521789788,8.727600153690673e-8,-0.17251664249389942,5.0589928269013e-7,1,1,19.509,7.465238663877247e-7,1,35.402,0.0024219732797332947,1,1.31,-0.17251657198314985,1,29.065,5.0589928269013e-7,1,19.937,5.0589928269013e-7,0,1800.0,NaN,0,1802.240963935852,-0.17251655518120979,0,1800.004185,1159.2813258809997,0,1,1,0,1,Inf,0.0,Inf
70,17.358,10,-0.04341098500394486,9.526833805173496e-8,-0.04341108027228291,2.194567528082528e-6,1,1,14.414,3.345957608960533e-6,1,121.869,2.194567528082528e-6,1,1.249,-0.0434110220273278,1,96.393,2.194567528082528e-6,1,13.721,0.0034381109563586007,0,8.891499042510986,-0.043409927663995374,0,1801.7261190414429,-0.04338140209359853,0,1800.000399,107.7517730159331,0,1,1,1,1,Inf,0.0,0.0
75,14.89,1,-0.09031217240729311,0.000756475473128404,-0.09106864788042152,0.008376229393716978,1,1,15.095,0.008255076019992837,1,38.587,0.008201099935710523,1,1.36,-0.09031217832808734,1,27.798,0.00817151929438325,1,14.809,0.008376626915509208,0,9.591123104095459,-0.09031142099386957,0,1804.3591690063477,-0.09023960224424887,0,1800.056563,679.8151099773937,0,1,1,1,1,Inf,0.008,0.008
75,11.872,2,0.10906859996066287,1.5540361497645705e-7,0.1090684445570479,1.4248265445389542e-6,1,1,15.496,0.00014864813627520879,1,34.704,0.009254705315498893,1,1.265,0.10906853214099793,1,31.848,0.00019839132119521308,1,10.778,1.4248265445389542e-6,0,263.208163022995,0.10906807375371297,0,1801.6890501976013,0.10916241194137322,0,1800.022551,268.38976427048243,0,1,1,1,1,2459.746,0.0,-0.0
75,15.871,3,-0.2444470146132947,0.0010041539264562804,-0.245451168539751,0.004107859235036318,1,1,16.834,0.004143818530697585,1,34.999,0.003538019039091616,1,1.224,-0.24444705668826877,1,26.56,0.004197009585341413,1,16.234,0.004151313549755536,0,155.7015769481659,-0.24444598954386604,0,1801.7346198558807,-0.24444701448552214,0,1800.018752,340.8329906851081,0,1,1,1,1,Inf,0.004,0.004
75,17.425,4,-0.12884068350846511,1.2145618533132563e-7,-0.12884080496465045,9.426850434501591e-7,1,1,16.02,2.3829228472319736e-6,1,51.118,0.00640659198224356,1,1.419,-0.12884067802597815,1,43.731,9.426850434501591e-7,1,19.749,9.426850434501591e-7,0,467.193647146225,-0.12884000250733674,0,1801.601763010025,-0.12871616957341053,0,1943.146575,659.3238839414967,0,1,1,1,1,Inf,0.0,0.0
75,28.584,5,-0.2862748614547632,0.0003299552056522659,-0.2866048166604155,0.0011525818368246944,1,1,36.073,0.0011352257638358053,1,70.986,0.0054042064752308815,1,1.409,-0.28627488507461574,1,53.983,0.005014101418298915,1,34.999,0.0011338752868630681,0,1800.0,NaN,0,1801.2504131793976,-0.2862748613998022,0,1800,Inf,0,1,1,0,1,Inf,0.001,Inf
75,364.36,6,-1.1772175500277722,0.008752094354236961,-1.1859696443820091,0.007434559868760441,1,1,388.279,0.005662690699249465,1,999.86,0.006582499609622164,1,8.133,-1.1772183197780355,1,971.428,0.007909631903545078,1,432.528,0.007466346167850363,0,1800.0,NaN,0,1801.9056119918823,-1.1771951732561508,0,1800,Inf,0,1,1,0,1,Inf,0.007,Inf
75,1809.815,7,-17.84847701144653,1.2051672081632638,-19.053644219609794,0.06752213129391206,0,0,1800.797,0.08995851549592411,0,1800.526,0.1365022619518217,1,83.75,-17.84883190927413,0,1800.724,0.14288523066398984,0,1800.312,0.052238595315905564,0,1800.0,NaN,1,1528.472867012024,-17.848477011452083,0,1800,Inf,0,0,1,0,0,Inf,0.068,Inf
75,31.387,8,-0.38481952398225633,0.003377015342292844,-0.3881965393245492,0.008775582141327514,1,1,29.331,0.0043443402908755315,1,85.089,0.029154766246515317,1,1.366,-0.38481956229432174,1,59.169,0.029154766246515317,1,37.621,0.002333820673737619,1,1656.5696139335632,-0.38481805327510465,0,1803.7513868808746,-0.38477125070530555,0,1800,Inf,0,1,1,1,1,Inf,0.009,0.009
75,13.473,9,0.022928429257961236,1.2614946298672436e-7,0.02292830310849825,5.501910123473889e-6,1,1,14.383,1.0868745826021166e-5,1,41.549,5.501910123473889e-6,1,1.437,0.022928419106305095,1,30.535,5.501910123473889e-6,1,13.175,5.501910123473889e-6,0,260.9310381412506,0.022929205038312306,0,1802.3601970672607,0.02292842932708683,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
75,35.006,10,-0.2780628911527608,0.0010652294685188357,-0.2791281206212796,0.0038308940258181567,1,1,41.276,0.005595288645469462,1,146.739,0.029450988436124138,1,1.493,-0.2781479183371008,1,285.42,0.027323863913343037,1,34.815,0.004234598892335529,0,1800.0,NaN,0,1803.357980966568,-0.27814792718916825,0,1800,Inf,0,1,1,0,1,Inf,0.004,Inf
80,17.672,1,-0.1585362279215023,0.0003266709154591263,-0.15886289883696142,0.002060544266392375,1,1,29.315,0.0003507157867083991,1,49.979,7.060412634402757e-7,1,1.699,-0.1585362549778981,1,40.125,0.0020734450528268346,1,21.24,0.00034080189151955995,0,647.9559860229492,-0.15853523934449903,0,1803.9724020957947,-0.15853622784412252,0,1800,Inf,0,1,1,1,1,Inf,0.002,0.002
80,18.354,2,-0.04864378500172917,0.0002438808499455325,-0.0488876658516747,0.005013607595232631,1,1,26.837,4.722108398818639e-6,1,45.948,3.604449896312784e-6,1,1.613,-0.048643811329125784,1,36.696,3.604449896312784e-6,1,16.555,3.604449896312784e-6,0,11.485311031341553,-0.048643493344724176,0,1801.3521611690521,-0.048643784996753814,0,1800,Inf,0,1,1,1,1,Inf,0.005,0.005
80,33.686,3,-0.233132719406399,0.001181339291343425,-0.23431405869774244,0.005067239357698668,1,1,41.751,0.0036570877889734394,1,103.26,0.004235149990037998,1,1.716,-0.23313274028268755,1,85.54,0.003619396323922653,1,33.725,0.0077499097217941775,0,1800.0,NaN,0,1802.0245897769928,-0.23313271936949653,0,1800,Inf,0,1,1,0,1,Inf,0.005,Inf
80,28.759,4,-0.3134339677719717,8.333685055544882e-5,-0.31351730462252714,0.0002658832772588251,1,1,36.638,0.0002631116171785402,1,79.189,3.091072725625531e-5,1,1.744,-0.3134340083538771,1,73.884,0.0002333448503358629,1,31.55,4.1082992466372984e-5,0,1800.0,NaN,0,1801.7069890499115,-0.31343396771599275,0,1800,Inf,0,1,1,0,1,Inf,0.0,Inf
80,36.318,5,-0.20237542922796803,0.0004940592772607333,-0.20286948850522876,0.002441300701105344,1,1,30.635,0.002662543296513811,1,49.521,0.004460703939493488,1,1.626,-0.2023754299429969,1,45.654,0.0026272389175958297,1,26.623,0.002476995844436526,0,1800.0,NaN,0,1801.6065790653229,-0.20230842347131328,0,1800,Inf,0,1,1,0,1,Inf,0.002,Inf
80,1800.303,6,-7.667862481791886,0.9994195353011897,-8.667282017093076,0.130338740121437,0,0,1800.144,0.2976762880607487,0,1800.199,0.29634077464738673,1,88.065,-7.667951153312106,0,1801.041,0.25630003625217723,0,1800.531,0.10862450615300062,0,1800.0,NaN,0,1801.0103290081024,-7.667841395246583,0,1800,Inf,0,0,1,0,0,Inf,0.13,Inf
